廠商代號,廠商名稱,廠址,電話,傳真,登錄日期,登錄範圍,證書有效期限,版本
2XDE001,台灣水泥股份有限公司蘇澳廠,宜蘭縣蘇澳鎮永昌路46號,03-9962511-280,03-9971755,087/07/29,"下列項目之生產、儲存、運輸：＊水泥下列項目之開採、儲存、運輸：＊石灰石礦下列項目之服務：＊廢棄物處理◎太白山礦區(南澳鄉太白山、蘇澳西帽山地方)◎蘇澳港區(蘇澳鎮蘇東里港區14號)◎永樂堆置場(蘇澳鎮永樂里永樂路157號)",105/09/22,7
2XDE002,潤泰精密材料股份有限公司宜蘭冬山廠,26948宜蘭縣冬山鄉安平村6鄰大安路357號,03-9596989*120,03-9595551,100/08/03,"下列項目之生產、銷售：＊卜特蘭水泥第II型＊卜特蘭水泥第I型＊水硬性混合水泥＊預拌乾混水泥砂漿＊水淬爐碴粉",106/08/02,1
2XHE001,杏輝藥品工業股份有限公司,宜蘭縣冬山鄉中山路84號,03-9581101轉329,03-9581101,094/06/06,"下列項目之設計、生產：醫療用藥＊食品及功能性食品醫療器材(隱形眼鏡用清潔與保養用品)化妝品",106/06/05,4
3A0E001,台灣三洋電機股份有限公司工廠,新北市泰山區貴鳳街35號,02-29018251,02-29018236,088/12/21,"下列項目之生產、維修服務：＊洗衣機＊乾衣機",107/01/25,6
3A0E003,良峰塑膠機械股份有限公司,新北市土城區中華路2段210號,02-22674226#289,02-22674566,098/05/12,"下列項目之設計、生產：＊室內空氣調節機下列項目之生產：＊塑膠件＊風扇葉",106/11/30,3
3E2E001,得洋電子工業股份有限公司,新北市瑞芳區頂坪路89號,02-24979801,02-24979805,088/08/25,"下列項目之生產：＊廣播系統",106/11/30,6
3E5E003,瑞芳電子股份有限公司,新北市瑞芳區三爪子坑路207號,02-24976302,02-24978797,094/11/28,"下列項目之生產、服務：＊電源轉接器＊連接器＊連接線下列項目之組裝、服務：＊LCD顯示器",106/07/31,5
3M4E004,和成欣業股份有限公司二廠,新北市鶯歌區八德路1號,02-26792294,02-26793521,095/12/25,"下列項目之生產：＊浴室通風扇＊給水銅器",107/09/14,4
3S4E002,台灣電力股份有限公司第一核能發電廠,新北市石門區乾華里小坑12號,02-26383501轉3435,02-26382111,088/08/23,"下列項目之生產：＊核能電力",106/09/30,7
3S4E006,台灣電力股份有限公司第二核能發電廠,新北市萬里區野柳里八斗60號,02-24985990 #2670,02-24982624,095/03/17,"下列項目之生產：＊核能發電下列項目之服務：減容中心(低放射性廢料處理)",106/12/01,4
3S4E007,台灣電力股份有限公司台北南區營業處,新北市板橋區四川路1段287號,02-29595111轉2331,02-29595111,095/11/27,"下列項目之服務：＊供售電服務",107/09/14,3
3S4E009,台灣電力股份有限公司台北北區營業處,111台北市士林區中山北路5段380號,02-28821221轉291,02-28823519,096/12/25,"下列項目之服務：＊供售電",105/08/15,2
3S4E010,台灣電力股份有限公司台北西區營業處,新北市新莊區化成路135號,02-29916611,02-29924710,097/06/24,"下列項目之服務：＊供售電",106/06/23,2
3S4E012,台灣中油股份有限公司總公司,台北市信義區松仁路3號,02-87258806,02-87899888,100/12/19,"下列項目之作業：訓練(人事處訓練所)一般辦公場所(總公司)◎人事訓練所(嘉義市吳鳳南路94號)",106/12/18,1
3S5E002,台灣中油股份有限公司液化石油氣事業部深澳港供輸服務中心,新北市瑞芳區海濱里海濱路29-7號,02-24979475,02-24971574,092/09/26,"下列項目之卸貨、儲存、輸送、灌發：＊LPG(液化石油氣)及油料(低硫燃油及JET-A1)◎庫區(新北市瑞芳區瑞濱里瑞濱路57號)◎新生地(新北市瑞芳區瑞濱里瑞濱路59號)",107/09/14,7
3SCE003,台灣電力股份有限公司核能火力發電工程處北部施工處,新北市林口區下福里139-1號,02-26061140*6333,02-26062609,103/09/05,"下列項目之服務：火力發電廠及其附屬設備施工之監造",106/09/04,0
3TAE002,南亞塑膠工業股份有限公司林口二廠,新北市泰山區南林路102號,02-29019141,02-29080795,086/09/09,"下列項目之生產：＊聚丙烯塑膠板＊聚氯乙烯地磚＊聚氯乙烯膠膜＊線性低密度聚乙烯膠膜＊聚酯＊電力蒸汽超純水＊銅箔基板＊客戶基材＊液態環氧樹脂＊固態環氧樹脂＊溴化型環氧樹脂＊酚醛環氧樹脂＊乾濕式非織布＊濕式PU皮＊乾式PU皮＊合成樹脂＊PU建材＊PU樹脂架橋劑＊色膏＊合成皮處理劑軟水＊CPP無延伸聚丙烯膠膜＊壓縮空氣＊紙管產品長短纖布(染整加工)＊乾濕膜光阻＊聚酯粒＊聚酯加工絲＊聚酯加工絲(原著色絲)＊聚酯加工絲(染色絲)＊聚酯全延伸絲＊聚酯全延伸絲(原絲)＊聚酯半延伸絲＊聚酯半延伸絲(原著色絲)＊聚酯全延伸絲(原餅)＊聚酯棉＊聚酯膜＊固態聚合聚酯粒＊TPU膠粒＊膠布＊膠皮＊油墨＊酚醛樹脂＊離型膜＊液晶顯示器面板＊液晶顯示器模組＊彩色濾光片◎南亞塑膠工業股份有限公司樹林廠(新北市樹林區味王街55號)◎南亞塑膠工業股份有限公司台染廠(新北市樹林區味王街57號)◎南亞塑膠工業股份有限公司工三廠(桃園市龜山區文明路6號)◎南亞塑膠工業股份有限公司錦興廠(桃園市蘆竹區南崁路1段336號)",107/09/04,8
3X9E002,正隆股份有限公司板橋廠,新北市中和區員山路581巷10號,02-22225131ext.609,02-22221159,086/12/06,"下列項目之生產：＊瓦楞紙箱＊紙板◎正隆股份有限公司苗栗廠(苗栗縣銅鑼鄉中平村中隆三路10號)◎正隆股份有限公司大園紙器廠(桃園市大園區五權里中正東路2段511巷36號)◎正隆股份有限公司台中廠(台中市梧棲區自立路532號)◎正隆股份有限公司燕巢廠(高雄市燕巢區安招里中安路130號)◎正隆股份有限公司大林廠(嘉義縣大林鎮林子頭20號)",107/06/18,8
3XBE002,宏洲窯業股份有限公司,新北市鶯歌區中正三路230巷16號,02-26796212~8,02-26796219,088/03/04,"下列項目之生產：＊磁磚",106/06/21,7
4A0E001,東勝電氣股份有限公司觀音廠,桃園市觀音區金湖里中山路1段1568-1號,03-4734901,03-4734922,085/12/13,"下列項目之製造：＊電視機＊空氣門＊電冰箱＊洗/乾衣機＊冷氣機＊冷凍冷藏機＊冰水機＊除濕機",106/12/28,9
4A0E002,台灣日立股份有限公司桃園工廠,桃園市蘆竹區內厝里內溪路29號,03-3244711,03-3244312,086/08/28,"下列項目之生產：＊冷氣機",107/09/14,7
4A3E002,太平洋電線電纜股份有限公司(大溪工廠),桃園市大溪區南興里仁和路2段269號,03-3801121#3801,03-3800098,086/12/23,"下列項目之生產：＊漆包線＊通信用電線電纜＊電力用電線電纜＊光纖電纜＊裸鋁線纜＊電子線＊裸銅線、銅條◎桃園工廠(桃園市八德區永豐路516號)",107/08/20,9
4A3E003,大同股份有限公司桃園電線電纜廠,桃園市大園區內海里民生路106號,03-3863111,03-3863116,089/06/30,"下列項目之生產：＊電線＊電纜＊匯流排",107/09/14,7
4A6E001,東元電機股份有限公司湖口廠,新竹縣新竹工業區中華路15號,03-5981711,03-5984377,088/05/17,"下列項目之製造：＊高低壓配電器材＊高低壓控制開關及斷路器＊可程式控制器、變頻器、馬達驅動裝置及電子控制器材＊高低壓配電盤及控制組",106/09/22,7
4A6E004,華城電機股份有限公司第三廠,桃園市觀音區中正路55號,03-4736957,03-4736975,095/07/13,"下列項目之生產：＊馬達控制中心＊配電盤＊裝甲開關箱＊線路負載啟斷開關＊亭置式氣封開關＊氣體絕緣開關設備下列項目之服務：＊變電所之工程安裝",107/07/12,3
4E5E001,南亞電路板股份有限公司錦興廠,桃園市蘆竹區南崁路1段338號,03-3223751*1021,03-3218805,085/11/14,"下列項目之製造：＊印刷電路板◎南亞電路板股份有限公司樹林廠(238新北市樹林區味王街57號)",106/12/20,10
4E5E002,金像電子股份有限公司中壢廠,桃園市中壢區中壢工業區西園路113號及113-1號,03-4612541-23010,03-3253334,086/10/18,"下列項目之製造：＊印刷電路板◎金像電子股份有限公司中壢三廠(桃園市中壢區中壢工業區西園路132號)",107/08/20,8
4E9E001,富積電子股份有限公司,桃園市蘆竹區南崁路2段355號,03-3222124-210,03-3226899,089/02/03,"下列項目之設計、開發、生產：＊液晶模組＊電源交換器下列項目之生產：＊印刷基板組裝",107/09/14,10
4EME001,台達電子工業股份有限公司桃園廠,桃園市龜山工業區興邦路31之1號,03-3626301,03-3627267,103/04/08,"下列項目之設計、開發、生產、服務：＊電源供應器＊交流馬達驅動器＊可程式邏輯控制器＊交流伺服驅動器＊永磁無刷馬達＊人機介面＊計時計數器＊溫度控制器下列項目之設計、開發：＊壓力開關＊機器視覺系統",106/04/07,0
4M4E001,東培工業股份有限公司(桃園廠),桃園市八德區介壽路1段600號,03-3613151#235,03-3628039,087/07/27,"下列項目之製造：＊保持器＊滾動軸承＊密封板＊鋼珠＊內環＊外環◎中壢廠(桃園縣中壢市松江北路7號)",105/11/08,7
4M8E002,東和鋼鐵企業股份有限公司桃園廠,桃園市觀音區保障里草漯116號,03-3684587,03-3682282,089/03/30,"下列項目之生產：＊鋼胚＊鋼筋",107/07/08,7
4M8E004,嘉發實業工廠股份有限公司幼獅廠,桃園市楊梅區幼獅工業區獅一路13、15號,03-4641088轉2241,03-4644141,098/03/16,"下列項目之生產：＊冷壓不鏽鋼捲＊冷壓不鏽鋼帶＊冷壓不鏽鋼板◎嘉發實業工廠股份有限公司幼獅二廠(桃園縣楊梅市高山里6鄰獅一路17號)◎嘉發實業工廠股份有限公司埔心廠(桃園縣楊梅市高山里7鄰幼獅路二段5號)",106/09/21,2
4MDE001,台灣三菱電梯股份有限公司新竹工廠,新竹縣湖口鄉中興村光復路6之2號,02-27335353#603,02-27323107,087/11/21,"下列項目之生產、安裝、服務：＊升降及停車設備",106/02/24,7
4S4E006,台灣電力股份有限公司新竹區營業處,30060新竹市東區中華路2段400號,(03)52301215轉180,(03)5258505,097/05/02,"下列項目之服務：＊供售電",106/05/01,2
4S4E007,台灣電力股份有限公司卓蘭發電廠,苗栗縣卓蘭鎮景山里電廠1號,04-25921293,04-25921949,098/01/13,"下列項目之生產：＊電力(水力發電)◎士林堰(苗栗縣泰安鄉士林村)",106/10/19,2
4S5E001,台灣中油股份有限公司天然氣事業部北區營業處,苗栗縣苗栗市福星街25號,037-260780,037-260974,088/02/04,"下列項目之銷售：天然氣",106/07/24,7
4TAE002,勝宏實業股份有限公司大園工廠,桃園市大園區中正東路3段491號,03-3817222#8,03-3817229,089/02/01,"下列項目之生產：非織物襯裡布熱融點膠襯＊合成皮革(聚胺酯新適皮)＊人造皮革(仿裡皮)",107/07/23,6
4X0E003,萬洲化學股份有限公司楊梅一廠,桃園市楊梅區民富路2段199巷15號,03-4723111#3616,02-25332265,091/07/01,"下列項目之生產：＊黏性膠帶＊接著劑＊離型基材◎萬洲化學股份有限公司楊梅二廠(桃園市楊梅區民富路2段199巷18號)◎萬洲化學股份有限公司楊梅三廠(桃園市楊梅區民富路2段199巷12號)",107/01/09,6
4X0E005,大洋塑膠工業股份有限公司中壢廠,桃園市中壢區後寮里龍興路539號,03-4650125,03-4653104,099/12/03,"下列項目之生產：＊聚氯乙烯塑膠硬質管＊導電線用聚氯乙烯塑膠硬質管＊自來水聚氯乙烯塑膠硬質管＊飲水(自來水)用聚氯乙烯塑膠硬質管接頭配件＊聚氯乙烯塑膠粒＊塑膠一般板＊合成樹脂可撓電線導管-CD管＊塑膠耐衝板＊硬質聚氯乙烯塑膠芯層發泡管＊塑膠發泡板＊塑膠焊條＊耐衝擊硬質聚氯乙烯塑膠接頭＊塑木複合材＊耐衝擊硬質聚氯乙烯塑膠管＊管筏用聚氯乙烯硬質塑膠管",105/12/02,4
4X9E003,永豐餘工業用紙股份有限公司桃園廠,桃園市蘆竹區富國路3段1078號,03-3222411#114,03-3222415,087/06/23,"下列項目之生產：＊紙棧板＊瓦楞紙板＊瓦楞紙箱",105/10/12,6
4XBE002,冠軍建材股份有限公司第二廠,苗栗縣造橋鄉豐湖村1鄰乳姑山2號,037-561761  #239,037-562213,095/12/01,"下列項目之設計、開發、生產：＊瓷質地磚＊瓷質壁磚下列項目之生產：＊陶質壁磚＊石質地磚＊瓷質拋光磚＊石質壁磚",107/09/14,3
4XEE002,台灣中油股份有限公司煉製事業部桃園煉油廠,桃園市龜山區南上里民生北路1段50號,03-3255111#2461,03-3252123,086/11/14,"下列項目之煉製與儲運：＊石油◎陸運組(五股儲運課)(新北市五股區成泰路一段233號)◎海運組(沙崙儲運課)(桃園市大園區沙崙里111-2、111-3、118-1號)◎海運組(海上作業課)(桃園市大園區沙崙里111-1號)",107/09/14,10
4XEE009,台灣中油股份有限公司探採事業部天然氣處理廠,苗栗縣頭屋鄉象山村明屋98號,037-252025,037-252114,088/08/23,"下列項目之煉製與輸儲：＊天然氣下列項目之輸儲：＊液化石油氣＊凝結油＊丁烷＊丙烷",106/12/31,8
4XEE013,台灣中油股份有限公司探採事業部注儲工程處,苗栗縣通霄鎮梅南里11鄰66-2號,037-763266#160,037-762792,094/12/16,"下列項目之生產：＊天然氣之管線昇壓輸送及地下注產氣",106/12/15,4
4XFE002,尚志精密化學股份有限公司,桃園市觀音區草漯村16鄰247之1號,03-4830321,03-4838381,097/07/03,"下列項目之製造：＊工業塗料＊電著塗料＊電阻漆＊凡立水＊顏料型噴墨墨水下列項目之設計、生產：＊磷酸鋰鐵正極材料",106/07/02,4
4XWE001,台灣普利司通股份有限公司新竹工廠,新竹縣湖口鄉鳳山村莊敬路1號,03-5981621#531,03-5981888,088/03/04,"下列項目之生產：＊汽車輪胎",107/01/17,6
5A0E001,國寶電器股份有限公司,台中市大里區工業十一路185號,04-24912151,04-24912560,094/07/25,"下列項目之生產：＊家用電器",107/01/31,4
5A0E002,元久科技工業股份有限公司,彰化縣和美鎮彰美路3段392號,04-7550101,04-7560520,094/12/15,"下列項目之生產：＊家用電器產品",106/09/30,6
5E8E001,台灣村田股份有限公司,臺中市西屯區中清路三段451號,04-24254151#110,04-4252929,086/09/30,"下列項目之生產：＊瓷質電容器",107/09/14,8
5M1E002,台灣麗偉電腦機械股份有限公司台中三期總廠,台中市台中工業區三十三路23號,04-23591880#280,04-23597589,088/02/05,"下列項目之生產：＊數值控制車床＊綜合加工中心機(立式，臥式)",106/07/31,6
5S4E001,台灣電力股份有限公司台中發電廠,台中市龍井區龍昌路1號,04-26302123#2940,04-6398971,087/10/29,"下列項目之生產：＊火力發電",105/10/17,6
5S4E002,台灣電力股份有限公司大觀發電廠,南投縣水里鄉車埕村明潭巷73號,049-2774016#442,049-2774065,089/07/11,"下列項目之生產：＊電力(水力發電)",107/09/14,6
5S4E004,台灣電力股份有限公司台中區營業處,台中市自由路2段86號,04-22245131#6660,04-22258310,095/11/03,"下列項目之服務：＊用戶供電與售電",107/09/14,3
5S4E006,台灣電力股份有限公司彰化區營業處,彰化縣彰化市中山路2段418號,04-7256461#6503,04-7256472,096/08/24,"下列項目之服務：＊供售電服務",105/08/23,2
5S5E001,台灣中油股份有限公司油品行銷事業部台中營業處,台中市文心路4段121號,04-22920130#423,04-22933275,088/02/05,"下列項目之油品輸儲：＊台中港供油服務中心＊台中供油服務中心＊王田供油服務中心",107/01/12,7
5TCE001,陸軍兵工整備發展中心,南投縣集集鎮田寮里龍泉巷15號,049-2781294,049-2781408,092/01/27,"下列項目之翻修、庫儲：＊戰甲車下列項目之翻修：各式火炮、輕兵器、光學及化學裝備",107/09/14,6
5X0E001,益沅塑膠工業股份有限公司,台中市工業區19路11號,04-23550035,04-23505078,096/01/16,"下列項目之生產：＊塑膠射出製品及組立",107/05/22,3
5X9E001,正隆股份有限公司(大園廠、竹北廠、新竹廠、后里分公司),台中市后里區廣福里三豐路2號,04-25565160,04-25572303,085/11/14,"下列項目之生產：＊工業用紙＊文化用紙＊家庭用紙下列項目之服務：＊廢水處理◎廢水處理場(台中市后里區枋寮7之25號)◎大園廠(桃園縣大園鄉大工路116號)◎新竹廠(新竹市牛埔路308號)◎后里分公司(台中市后里區廣福里三豐路2號)◎竹北廠(新竹縣竹北市大義里長青路2段300號)",106/08/24,7
5X9E009,詠綦實業股份有限公司,彰化縣彰化市平和里平安街65號,04-7510099,04-7513322,101/12/27,"下列項目之生產：＊家庭用紙系列",107/09/14,1
5XEE003,台灣中油股份有限公司天然氣事業部台中液化天然氣廠,台中市梧棲區草湳里南堤路2段88號,04-26380739#631,04-26308170,098/03/26,"下列項目之生產：＊天然氣下列項目之接收與儲存：＊液化天然氣",107/03/25,2
5XEE004,台灣肥料股份有限公司台中廠,台中市梧棲區草湳里南堤路二段100號,04-25218588*204,04-26305618,103/10/06,"下列項目之生產：＊複合肥料＊硝酸＊硫酸銨下列項目之接收與儲存：液氨",106/10/05,0
5XWE004,鑫永銓股份有限公司,南投市南崗工業區南崗三路294號,(049)2263888#531,(049)2263168,098/03/11,"下列項目之生產：＊輕便型輸送機用橡膠帶＊耐燃性輸送用橡膠帶＊輸送用橡膠帶◎第一廠(南投縣南投市南崗工業區南崗三路294-2號)◎第三廠(南投縣南投市南崗工業區南崗三路292號)",107/08/27,2
